Absolute path,Relative path,Class name
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0263.jpg,dataset2\rose_0263.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0264.jpg,dataset2\rose_0264.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0265.jpg,dataset2\rose_0265.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0266.jpg,dataset2\rose_0266.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0267.jpg,dataset2\rose_0267.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0268.jpg,dataset2\rose_0268.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0269.jpg,dataset2\rose_0269.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0270.jpg,dataset2\rose_0270.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0271.jpg,dataset2\rose_0271.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0272.jpg,dataset2\rose_0272.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0273.jpg,dataset2\rose_0273.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0274.jpg,dataset2\rose_0274.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0275.jpg,dataset2\rose_0275.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0276.jpg,dataset2\rose_0276.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0277.jpg,dataset2\rose_0277.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0278.jpg,dataset2\rose_0278.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0279.jpg,dataset2\rose_0279.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0280.jpg,dataset2\rose_0280.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0281.jpg,dataset2\rose_0281.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0282.jpg,dataset2\rose_0282.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0283.jpg,dataset2\rose_0283.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0284.jpg,dataset2\rose_0284.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0285.jpg,dataset2\rose_0285.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0286.jpg,dataset2\rose_0286.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0287.jpg,dataset2\rose_0287.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0288.jpg,dataset2\rose_0288.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0289.jpg,dataset2\rose_0289.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0290.jpg,dataset2\rose_0290.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0291.jpg,dataset2\rose_0291.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0292.jpg,dataset2\rose_0292.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0293.jpg,dataset2\rose_0293.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0294.jpg,dataset2\rose_0294.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0295.jpg,dataset2\rose_0295.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0296.jpg,dataset2\rose_0296.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0297.jpg,dataset2\rose_0297.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0298.jpg,dataset2\rose_0298.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0299.jpg,dataset2\rose_0299.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0300.jpg,dataset2\rose_0300.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0301.jpg,dataset2\rose_0301.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0302.jpg,dataset2\rose_0302.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0303.jpg,dataset2\rose_0303.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0304.jpg,dataset2\rose_0304.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0305.jpg,dataset2\rose_0305.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0306.jpg,dataset2\rose_0306.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0307.jpg,dataset2\rose_0307.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0308.jpg,dataset2\rose_0308.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0309.jpg,dataset2\rose_0309.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0310.jpg,dataset2\rose_0310.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0311.jpg,dataset2\rose_0311.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0312.jpg,dataset2\rose_0312.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0313.jpg,dataset2\rose_0313.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0314.jpg,dataset2\rose_0314.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0315.jpg,dataset2\rose_0315.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0316.jpg,dataset2\rose_0316.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0317.jpg,dataset2\rose_0317.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0318.jpg,dataset2\rose_0318.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0319.jpg,dataset2\rose_0319.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0320.jpg,dataset2\rose_0320.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0321.jpg,dataset2\rose_0321.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0322.jpg,dataset2\rose_0322.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0323.jpg,dataset2\rose_0323.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0324.jpg,dataset2\rose_0324.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0325.jpg,dataset2\rose_0325.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0326.jpg,dataset2\rose_0326.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0327.jpg,dataset2\rose_0327.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0328.jpg,dataset2\rose_0328.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0329.jpg,dataset2\rose_0329.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0330.jpg,dataset2\rose_0330.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0331.jpg,dataset2\rose_0331.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0332.jpg,dataset2\rose_0332.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0333.jpg,dataset2\rose_0333.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0334.jpg,dataset2\rose_0334.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0335.jpg,dataset2\rose_0335.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0336.jpg,dataset2\rose_0336.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0337.jpg,dataset2\rose_0337.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0338.jpg,dataset2\rose_0338.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0339.jpg,dataset2\rose_0339.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0340.jpg,dataset2\rose_0340.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0341.jpg,dataset2\rose_0341.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0342.jpg,dataset2\rose_0342.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0343.jpg,dataset2\rose_0343.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0344.jpg,dataset2\rose_0344.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0345.jpg,dataset2\rose_0345.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0346.jpg,dataset2\rose_0346.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0347.jpg,dataset2\rose_0347.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0348.jpg,dataset2\rose_0348.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0349.jpg,dataset2\rose_0349.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0350.jpg,dataset2\rose_0350.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0351.jpg,dataset2\rose_0351.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0352.jpg,dataset2\rose_0352.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0353.jpg,dataset2\rose_0353.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0354.jpg,dataset2\rose_0354.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0355.jpg,dataset2\rose_0355.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0356.jpg,dataset2\rose_0356.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0357.jpg,dataset2\rose_0357.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0358.jpg,dataset2\rose_0358.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0359.jpg,dataset2\rose_0359.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0360.jpg,dataset2\rose_0360.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0361.jpg,dataset2\rose_0361.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0362.jpg,dataset2\rose_0362.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0363.jpg,dataset2\rose_0363.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0364.jpg,dataset2\rose_0364.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0365.jpg,dataset2\rose_0365.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0366.jpg,dataset2\rose_0366.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0367.jpg,dataset2\rose_0367.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0368.jpg,dataset2\rose_0368.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0369.jpg,dataset2\rose_0369.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0370.jpg,dataset2\rose_0370.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0371.jpg,dataset2\rose_0371.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0372.jpg,dataset2\rose_0372.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0373.jpg,dataset2\rose_0373.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0374.jpg,dataset2\rose_0374.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0375.jpg,dataset2\rose_0375.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0376.jpg,dataset2\rose_0376.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0377.jpg,dataset2\rose_0377.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0378.jpg,dataset2\rose_0378.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0379.jpg,dataset2\rose_0379.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0380.jpg,dataset2\rose_0380.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0381.jpg,dataset2\rose_0381.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0382.jpg,dataset2\rose_0382.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0383.jpg,dataset2\rose_0383.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0384.jpg,dataset2\rose_0384.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0385.jpg,dataset2\rose_0385.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0386.jpg,dataset2\rose_0386.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0387.jpg,dataset2\rose_0387.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0388.jpg,dataset2\rose_0388.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0389.jpg,dataset2\rose_0389.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0390.jpg,dataset2\rose_0390.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0391.jpg,dataset2\rose_0391.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0392.jpg,dataset2\rose_0392.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0393.jpg,dataset2\rose_0393.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0394.jpg,dataset2\rose_0394.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0395.jpg,dataset2\rose_0395.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0396.jpg,dataset2\rose_0396.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0397.jpg,dataset2\rose_0397.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0398.jpg,dataset2\rose_0398.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0399.jpg,dataset2\rose_0399.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0400.jpg,dataset2\rose_0400.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0401.jpg,dataset2\rose_0401.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0402.jpg,dataset2\rose_0402.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0403.jpg,dataset2\rose_0403.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0404.jpg,dataset2\rose_0404.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0405.jpg,dataset2\rose_0405.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0406.jpg,dataset2\rose_0406.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0407.jpg,dataset2\rose_0407.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0408.jpg,dataset2\rose_0408.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0409.jpg,dataset2\rose_0409.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0410.jpg,dataset2\rose_0410.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0411.jpg,dataset2\rose_0411.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0412.jpg,dataset2\rose_0412.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0413.jpg,dataset2\rose_0413.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0414.jpg,dataset2\rose_0414.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0415.jpg,dataset2\rose_0415.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0416.jpg,dataset2\rose_0416.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0417.jpg,dataset2\rose_0417.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0418.jpg,dataset2\rose_0418.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0419.jpg,dataset2\rose_0419.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0420.jpg,dataset2\rose_0420.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0421.jpg,dataset2\rose_0421.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0422.jpg,dataset2\rose_0422.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0423.jpg,dataset2\rose_0423.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0424.jpg,dataset2\rose_0424.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0425.jpg,dataset2\rose_0425.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0426.jpg,dataset2\rose_0426.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0427.jpg,dataset2\rose_0427.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0428.jpg,dataset2\rose_0428.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0429.jpg,dataset2\rose_0429.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0430.jpg,dataset2\rose_0430.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0431.jpg,dataset2\rose_0431.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0432.jpg,dataset2\rose_0432.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0433.jpg,dataset2\rose_0433.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0434.jpg,dataset2\rose_0434.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0435.jpg,dataset2\rose_0435.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0436.jpg,dataset2\rose_0436.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0437.jpg,dataset2\rose_0437.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0438.jpg,dataset2\rose_0438.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0439.jpg,dataset2\rose_0439.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0440.jpg,dataset2\rose_0440.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0441.jpg,dataset2\rose_0441.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0442.jpg,dataset2\rose_0442.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0443.jpg,dataset2\rose_0443.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0444.jpg,dataset2\rose_0444.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0445.jpg,dataset2\rose_0445.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0446.jpg,dataset2\rose_0446.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0447.jpg,dataset2\rose_0447.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0448.jpg,dataset2\rose_0448.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0449.jpg,dataset2\rose_0449.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0450.jpg,dataset2\rose_0450.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0451.jpg,dataset2\rose_0451.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0452.jpg,dataset2\rose_0452.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0453.jpg,dataset2\rose_0453.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0454.jpg,dataset2\rose_0454.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0455.jpg,dataset2\rose_0455.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0456.jpg,dataset2\rose_0456.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0457.jpg,dataset2\rose_0457.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0458.jpg,dataset2\rose_0458.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0459.jpg,dataset2\rose_0459.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0460.jpg,dataset2\rose_0460.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0461.jpg,dataset2\rose_0461.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0462.jpg,dataset2\rose_0462.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0463.jpg,dataset2\rose_0463.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0464.jpg,dataset2\rose_0464.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0465.jpg,dataset2\rose_0465.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0466.jpg,dataset2\rose_0466.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0467.jpg,dataset2\rose_0467.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0468.jpg,dataset2\rose_0468.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0469.jpg,dataset2\rose_0469.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0470.jpg,dataset2\rose_0470.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0471.jpg,dataset2\rose_0471.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0472.jpg,dataset2\rose_0472.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0473.jpg,dataset2\rose_0473.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0474.jpg,dataset2\rose_0474.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0475.jpg,dataset2\rose_0475.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0476.jpg,dataset2\rose_0476.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0477.jpg,dataset2\rose_0477.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0478.jpg,dataset2\rose_0478.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0479.jpg,dataset2\rose_0479.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0480.jpg,dataset2\rose_0480.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0481.jpg,dataset2\rose_0481.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0482.jpg,dataset2\rose_0482.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0483.jpg,dataset2\rose_0483.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0484.jpg,dataset2\rose_0484.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0485.jpg,dataset2\rose_0485.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0486.jpg,dataset2\rose_0486.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0487.jpg,dataset2\rose_0487.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0488.jpg,dataset2\rose_0488.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0489.jpg,dataset2\rose_0489.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0490.jpg,dataset2\rose_0490.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0491.jpg,dataset2\rose_0491.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0492.jpg,dataset2\rose_0492.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0493.jpg,dataset2\rose_0493.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0494.jpg,dataset2\rose_0494.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0495.jpg,dataset2\rose_0495.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0496.jpg,dataset2\rose_0496.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0497.jpg,dataset2\rose_0497.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0498.jpg,dataset2\rose_0498.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0499.jpg,dataset2\rose_0499.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0500.jpg,dataset2\rose_0500.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0501.jpg,dataset2\rose_0501.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0502.jpg,dataset2\rose_0502.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0503.jpg,dataset2\rose_0503.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0504.jpg,dataset2\rose_0504.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0505.jpg,dataset2\rose_0505.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0506.jpg,dataset2\rose_0506.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0507.jpg,dataset2\rose_0507.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0508.jpg,dataset2\rose_0508.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0509.jpg,dataset2\rose_0509.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0510.jpg,dataset2\rose_0510.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0511.jpg,dataset2\rose_0511.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0512.jpg,dataset2\rose_0512.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0513.jpg,dataset2\rose_0513.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0514.jpg,dataset2\rose_0514.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0515.jpg,dataset2\rose_0515.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0516.jpg,dataset2\rose_0516.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0517.jpg,dataset2\rose_0517.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0518.jpg,dataset2\rose_0518.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0519.jpg,dataset2\rose_0519.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0520.jpg,dataset2\rose_0520.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0521.jpg,dataset2\rose_0521.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0522.jpg,dataset2\rose_0522.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0523.jpg,dataset2\rose_0523.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0524.jpg,dataset2\rose_0524.jpg,rose
C:\Users\nikku\Desktop\3labpy\dataset2\rose_0525.jpg,dataset2\rose_0525.jpg,rose
